link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url_orig;author_image;author_url;create_date1;create_date;concatenate;notion_id;img_url3;img_url
L00026;https://twitter.com/enjalot/status/827673037503729664;"have your cake and eat it too: ""D3 and Arrow Functions"" by @yonester https://t.co/iyBZItFdrn";Ian Johnson;2017-02-04;"have your cake and eat it too: ""D3 and Arrow Functions"" by @yonester https://t.co/iyBZItFdrn";"d3js;javascript;technique;how-to";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/649338788339015680/Zi9nmGUc_normal.jpg;http://enjalot.github.io/;No;2017-02-04;"post;how-to;data-viz;technique;technology;development;d3js;javascript";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-59.jpg
L00027;https://twitter.com/lisacmuth/status/827603890086506501;How (and why) to do #datavis in times of Trump. My two cents: https://t.co/vHcRNyaJ0c https://t.co/xulcuRmf4s;Lisa Charlotte Muth;2017-02-03;How (and why) to do #datavis in times of Trump. My two cents: https://t.co/vHcRNyaJ0c https://t.co/xulcuRmf4s;"data-viz;opinion;post";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1087108693789831169/XknuFyzZ_normal.jpg;https://lisacharlottemuth.com;No;2017-02-03;"post;opinion;data-viz";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-30.jpg
L00028;https://twitter.com/nmcholakov/status/822948994221481985;📊📊 Building composable charts with #Angular2 and #D3js! https://t.co/a35st6App0 #angular #angularjs #javascript #dataviz;Austin;2017-01-22;📊📊 Building composable charts with #Angular2 and #D3js! https://t.co/a35st6App0 #angular #angularjs #javascript #dataviz;"data-viz;methodology;d3js";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1539369396795232259/26Cc6HyC_normal.jpg;http://ch0k1.info;No;2017-01-22;"post;data-viz;methodology;technique;technology;d3js";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-06.jpg
L00029;https://twitter.com/askdrstats/status/828229888960241665;Now available: Modern #DataScience with #Rstats;Nicholas Horton;2017-02-05;"by @BaumerBen, Daniel Kaplan &amp; me: @CRC_MathStats https://t.co/7qoJzSJVMw #Statistics https://t.co/iOcYeoGhJl";"rstats;book;data-science";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/421032203703701504/tKrivgxy_normal.jpeg;https://www.amherst.edu/people/facstaff/nhorton;No;2017-02-05;"book;data-science;technology;rstats";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-74.jpg
L00031;https://twitter.com/swathisprasad/status/819986713699348482;Canvas Based Plotting Plugin With jQuery And D3.js - CanvasPlot https://t.co/rDXhclRL2Z #jQuery #d3js;Swathi Prasad;2017-01-13;Canvas Based Plotting Plugin With jQuery And D3.js - CanvasPlot https://t.co/rDXhclRL2Z #jQuery #d3js;"d3js;data-viz;tool";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1134054747412021248/xHsARXcO_normal.png;https://swathisprasad.medium.com/;No;2017-01-13;"package;data-viz;tool;technology;d3js";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-70.jpg
L00038;https://twitter.com/anildash/status/841723793806655488;Always appreciate when people cover our work, but @Glitch is a team effort that began long before I even joined @FogCreek, headlines aside. https://t.co/Y7gmGSwNNc;Anil Dash;2017-03-14;Always appreciate when people cover our work, but @Glitch is a team effort that began long before I even joined @FogCreek, headlines aside. https://t.co/Y7gmGSwNNc;"post;coding;development;general";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1538205790619807744/g2X5fi-M_normal.jpg;https://anildash.com/;No;2017-03-14;"post;general;coding;development";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-38.jpg
L00039;https://twitter.com/visualisingdata/status/841744878849667073;Perfect use-case of a Sankey, part 2 https://t.co/IxWUiSexwt;Andy Kirk;2017-03-14;Perfect use-case of a Sankey, part 2 https://t.co/IxWUiSexwt;"post;data-viz;visual;article;technique;sankey";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1000851383363493893/fHt8A__Y_normal.jpg;http://www.visualisingdata.com;No;2017-03-14;"post;article;visual;data-viz;technique;sankey";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-57.jpg
L00040;https://twitter.com/DaveRubal/status/842489652737003520;Our favorite Free Data Science EBooks https://t.co/WwgnyrOeZf #datascience #dataanalysis #bigdata;Keva161_DS;2017-03-16;Our favorite Free Data Science EBooks https://t.co/WwgnyrOeZf #datascience #dataanalysis #bigdata;"data-science;book;list";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/2966358588/dae7fd1d0e7c82d9e7fff331dcaa00bb_normal.jpeg;http://linkedin.com/in/drubal;No;2017-03-16;"book;list;data-science";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-12.jpg
L00042;https://twitter.com/DataSciNews/status/835300364509409282;"Beginner's Guide to Customer Segmentation | https://t.co/nZYzPMFg9j | 
How to use K-Means clustering to analyze customer base #python https://t.co/EVodhywye4";Yhat, Inc.;2017-02-25;"Beginner's Guide to Customer Segmentation | https://t.co/nZYzPMFg9j | 
How to use K-Means clustering to analyze customer base #python https://t.co/EVodhywye4";"post;data-science;technique;clustering";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/378800000774774259/d7d4e2bd0448f2c3ae4e8acd28f25927_normal.png;http://datascienceweekly.org;No;2017-02-25;"post;data-science;technique;clustering";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-38.jpg
L00050;https://winvector.github.io/FluidData/RowsAndColumns.html;Coordinatized Data: A Fluid Data Specification;John Mount, Nina Zumel;2017-03-29;It has been our experience when teaching the data wrangling part of data science that students often have difficulty understanding the conversion to and from row-oriented and column-oriented data formats (what is commonly called pivoting and un-pivoting).;"data-analysis;post;methodology;technique;process;data-preparation";https://twitter.com;twitter;png;/img/article_images/img-L00050.png;http://pbs.twimg.com/profile_images/2221739898/avatar_normal.png;http://www.statsblogs.com;No;2017-03-29;"post;data-analysis;methodology;technique;process;data-preparation";0;/img/article_images/img-L00050.png;/img/article_images/img-l00050.png
L00052;https://statmodeling.stat.columbia.edu/wp-content/uploads/2017/03/Hetereogeneity-of-Effect-Sizes.pdf;Beyond Heterogeneity of Effect Sizes;Unknown;2017-03-12;"One of the primary benefits of meta-analytic syntheses of research findings is that researchers are 
provided with an estimate of the heterogeneity of effect sizes. In many instances, estimates of effect size heterogeneity obtained from a meta-analytic review are much smaller than those suggested by a narrative review of the literature because meta-analysis allows researchers to estimate how much of the observed variability in effect sizes across studies is simply an artifact of sampling error. ";"statistics;effect;technique;paper";https://statmodeling.stat.columbia.edu;website;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/2221739898/avatar_normal.png;http://www.statsblogs.com;No;2017-03-12;"paper;technique;statistics;effect";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-30.jpg
L00061;https://twitter.com/AirbnbEng/status/862356825324138496;"""Automated Machine Learning — A Paradigm Shift That Accelerates Data Scientist Productivity @ Airbnb"" https://t.co/ulnY543gsR";Airbnb Engineering;2017-05-10;"""Automated Machine Learning — A Paradigm Shift That Accelerates Data Scientist Productivity @ Airbnb""";"ml;post;methodology;automation";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1329055612857184263/EMaQ5kQ1_normal.png;https://www.dataiku.com;No;2017-05-10;"post;methodology;ml;automation";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-21.jpg
L00064;https://collab365.com/creating-great-visualizations-d3-dimple-sharepoint/;Creating great visualizations with D3, Dimple, and SharePoint;Stephan Onisick;2017-06-09;In this article, I will outline why I use D3 and Dimple in SharePoint and a little about how to use it. To be specific, my experience comes from developing on SharePoint 2013 on-premise installations, but with the use of AJAX and REST APIs for data collection, the technology can extend to other versions of SharePoint including SharePoint Online.;"post;d3js;technique;book;methodology";https://collab365.com;website;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/2966721476/d74f938f36234e2fc0f434d07f87f8f5_normal.png;https://d3js.community/;No;2017-06-09;"post;book;technique;methodology;technology;d3js";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-22.jpg
L00067;https://twitter.com/EthicalBAU/status/865413791583936513;I updated my forceInABox library as a force for #D3js v4.;John A. Guerra Gómez;2017-05-19;Repo https://t.co/0Fi3zyjE7d Demo: https://t.co/0RrpXgEQw4 #dataviz #networks https://t.co/PwyOeWZce8;"package;graph;d3js";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1286726677003939841/-Mml8NPP_normal.jpg;NA;No;2017-05-19;"package;technology;graph;d3js";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-71.jpg
L00072;https://twitter.com/Rexercises/status/873935436879679488;Data Visualization with googleVis exercises part 2 ;Euthymios Kasvikis;2017-06-11;- #rstats - https://t.co/2mmT865Fhi https://t.co/Q3sacPPoKT;"post;tutorial;data-viz;google-viz;rstats";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/758367898381512704/mKHaFZr6_normal.jpg;http://r-exercises.com;No;2017-06-11;"post;tutorial;data-viz;technology;rstats;google-viz";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-40.jpg
L00074;https://twitter.com/analyticbridge/status/878221476700225536;Deep Learning: Definition, Resources, Comparison with Machine Learning https://t.co/ja5LH4nopS;Vincent Granville;2017-06-23;Deep Learning: Definition, Resources, Comparison with Machine Learning https://t.co/ja5LH4nopS;"post;overview;dl;ml";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/823984252035309568/pPt7JWhh_normal.jpg;http://www.datasciencecentral.com/profiles/blogs/check-out-our-dsc-newsletter;No;2017-06-23;"post;overview;dl;ml";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-51.jpg
L00076;https://twitter.com/maddula_siva/status/888271356587986944;7 Steps to Mastering Data Preparation with Python | #MachineLearning #Python #RT https://t.co/S8hwK4OIgp https://t.co/VCkt9y52XD;Matthew Mayo;2017-07-21;7 Steps to Mastering Data Preparation with Python | #MachineLearning #Python #RT https://t.co/S8hwK4OIgp https://t.co/VCkt9y52XD;"post;workflow;process;python;data-preparation";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/907906711926607872/tcAxnCwk_normal.jpg;https://www.linkedin.com/in/sambasivaraomaddula/;No;2017-07-21;"post;workflow;process;technology;data-preparation;python";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-15.jpg
L00086;https://twitter.com/JorgeTwe/status/917461650789339137;"New to me: Interactive app for creating #Rstats plots with ggplot2 or plotly https://t.co/PWEV6HosdV
Shiny code: https://t.co/fkr3QbBrsA https://t.co/bDys5Bgn3N";Sharon Machlis;2017-10-09;"New to me: Interactive app for creating #Rstats plots with ggplot2 or plotly https://t.co/PWEV6HosdV
Shiny code: https://t.co/fkr3QbBrsA https://t.co/bDys5Bgn3N";"rstats;ggplot2;package;chart";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/863467229328941056/IbMxPM-m_normal.jpg;NA;No;2017-10-09;"package;technology;chart;rstats;ggplot2";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-19.jpg
L00102;https://twitter.com/JMP_Japan/status/969104953380868096;「What Is Design of Experiments? Part 1」https://t.co/NyKUBD7F0X;J. Stuart Hunter;2018-03-01;Learn how we use statistical methods to design experiments that provide mathematical models that are useful for describing products and processes. This is Lesson 1 in the 1966 Design of Experiments learning series presented by statistician, author, and fun-loving Professor J. Stuart Hunter.  Historic video provided to SAS by J. Stuart Hunter. https://t.co/NyKUBD7F0X;"statistics;technique;experiment;video;lecture";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1542660512802291712/8PO-N2Lj_normal.jpg;https://www.jmp.com/jp;No;2018-03-01;"video;lecture;technique;statistics;experiment";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-17.jpg
L00106;https://twitter.com/maartenzam/status/1001193762259861505;Not sure why non-scientist don't need to use them. I definitely will! https://t.co/x5ja6m8mqF;Maarten Lambrechts;2018-05-28;Not sure why non-scientist don't need to use them. I definitely will! https://t.co/x5ja6m8mqF;"data-viz;visual;colour";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1070248468344696833/79o98tIJ_normal.jpg;http://www.maartenlambrechts.com;No;2018-05-28;"post;visual;data-viz;colour";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-18.jpg
L00109;https://twitter.com/mikedelgado/status/1002633137766035456;The Most Complete Collection of the Best Cheat Sheets;Mike Delgado;2018-06-01;for #AI, #NeuralNetworks, #MachineLearning, #DeepLearning #BigData #DataScience #TensorFlow #Python #Rstats #TensorFlow #Python #Rstats #R #DataViz #Analytics https://t.co/FfLohFk0tS;"visual;cheatsheet;list;ml;ai";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1493418509103108098/rOLaXITx_normal.jpg;http://mikedelgado.org;No;2018-06-01;"post;visual;cheatsheet;list;ml;ai";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-12.jpg
L00110;https://nceas.github.io/sasap-training/materials/reproducible_research_in_r_fairbanks/;Reproducible Analysis With R;NCEAS;2018-10-16;in this course we will focus on computational reproducibility: the ability to document data, analyses, and models sufficiently for other researchers to be able to understand and ideally re-execute the computations that led to scientific results and conclusions.;"site;course;reproducability;rstats;methodology";https://nceas.github.io;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1207047586747535360/auJckzdX_normal.jpg;https://github.com/pkq;No;2018-10-16;"site;course;methodology;technology;rstats;reproducability";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-73.jpg
L00111;https://twitter.com/FrankElavsky/status/1004052571277979655;I've taught #D3js to nearly 300 faculty, staff, and students at primarily the grad/PhD level across various workshops and bootcamps. ;@FrankElavsky;2018-06-05;Some key reasons behind why D3 is hard, I'll outline below (in case anyone is learning or curious);"d3js;post;opinion";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1515327367459360770/mp4HVWGY_normal.jpg;http://frank.computer;No;2018-06-05;"post;opinion;technology;d3js";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-18.jpg
L00115;https://twitter.com/ngehlenborg/status/1016439353164173312;Data Visualization Conferences: ;Nils Gehlenborg;2018-07-09;"http://ieeevis.org/year/2018/welcome; https://eurovis2018.org; https://sigchi.org; http://pvis.org - Data Visualization Journals: https://computer.org/web/tvcg; https://publications.computer.org/cga/; https://onlinelibrary.wiley.com/journal/14678659; http://journals.sagepub.com/home/ivi #biovis #ISMB2018";"data-viz;resource;paper;research;list";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1504806743582420994/uKyUy_7f_normal.jpg;https://stephanieevergreen.com/newsletter-sign-up/;No;2018-07-09;"paper;resource;research;list;data-viz";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-17.jpg
L00116;https://twitter.com/aboutaaron/status/1016760837783121931;Yo, here's my nü #dataviz workflow:;Aaron Colby Williams;2018-07-10;"1. Visidata for data exploration &amp; export
2. @observablehq &amp; d3.js to build graphic pieces
3. Export d3.js graphic as SVG from notebook
4. Finish graphic in Adobe Illustrator
5. Run ai2html to publish on the web
Interested? Keep reading 👇🏿";"data-viz;workflow;process";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1520897023997743104/1UiwCMAX_normal.jpg;https://acwx.net/;No;2018-07-10;"post;data-viz;workflow;process";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-49.jpg
L00117;https://twitter.com/thehauer/status/1021179403680862218;"I didn't think my ""start-up"" document for my grad students (the resources I wish *I* had when I started a PhD) would prove to be so popular, ";Matt Hauer;2018-07-23;so I figured I would share them here. So, here's what I've compiled so far. #hiddencurriculum 1/12;"post;advice;research";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1526639891420946432/yemQX1SC_normal.jpg;https://mathewhauer.com;No;2018-07-23;"post;advice;research";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-63.jpg
L00118;https://twitter.com/vboykis/status/1021191402787692545;Stats/data people: Tired of iris and mtcars?;Vicki;2018-07-23;Tell me about your favorite heterogenous, small dataset! (I.e. has both numerical and text-value columns), is ideally smaller than 500 rows or so, is interesting to work with.;"post;dataset;advice;statistics";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1512573324613804032/2uQe7mCx_normal.jpg;http://www.vickiboykis.com;No;2018-07-23;"post;dataset;advice;statistics";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-40.jpg
L00119;https://twitter.com/umutaliozbay/status/1021865685729927171;"some Observable techniques
https://t.co/GVPN5eIaCn
#dataviz";mutsimo;2018-07-24;"some Observable techniques
https://t.co/GVPN5eIaCn
#dataviz";"data-viz;technique;observable;post";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1019142446708609024/X7_KIaUK_normal.jpg;http://sanatblog.com;No;2018-07-24;"post;data-viz;technique;observable";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-53.jpg
L00121;https://twitter.com/AmbitionData/status/1038208543135019008;@ahartsoe summarizes #dataviz best practices from four seasoned experts on this week’s #podcast #CSuite https://t.co/ibI5jZzyvX;Ambition Data;2018-09-08;@ahartsoe summarizes #dataviz best practices from four seasoned experts on this week’s #podcast #CSuite https://t.co/ibI5jZzyvX;"podcast;data-viz;advice;opinion";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1287779411618668549/IW3Q31rK_normal.png;http://www.ambitiondata.com;No;2018-09-08;"podcast;advice;opinion;data-viz";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-18.jpg
L00122;https://twitter.com/PhoenixGyaan/status/1038022074764341249;"Same heatmap built 3 different ways (D3, React, Vue):
https://t.co/uLgWNfAAPT
https://t.co/cr0RkgknzE
https://t.co/LAuS7rk27C
https://t.co/wxqEHnRHWV";Create With Data;2018-09-07;"Same heatmap built 3 different ways (D3, React, Vue):

https://t.co/uLgWNfAAPT
https://t.co/cr0RkgknzE
https://t.co/LAuS7rk27C

#d3js #reactjs #VueJS  #javascript https://t.co/wxqEHnRHWV";"data-viz;chart;method";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/983103799404331009/NHDkSun3_normal.jpg;NA;No;2018-09-07;"code;data-viz;method;chart";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-46.jpg
L00123;https://twitter.com/NadiehBremer/status/1044127524056440832;It's truly begun now! ;Nadieh Bremer;2018-09-24;"Can't wait for the longlist to come out tomorrow (already :D) I'll be going through each and every one of those and be inspired, amazed, jealous (""I wish I'd thought of that! / could do that""), and generally learning new things! https://t.co/Ps6aNnQlgA";"data-viz;competition;inspiration";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1538816018293968896/W-FSuABi_normal.jpg;http://VisualCinnamon.com;No;2018-09-24;"post;data-viz;inspiration;competition";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-35.jpg
L00128;https://ich.unesco.org/dive/constellation/?language=en;A constellation of living heritage elements;Nadieh Bremer;2018-11-27;This interactive visual demonstrates the diversity of interconnectedness of the living heritage elements inscribed under the 2003 convention.;"interactive;visual;data-viz;inspiration;technique;general";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/809717158339022848/Yc4etBGX_normal.jpg;NA;No;2018-11-27;"interactive;visual;general;data-viz;inspiration;technique";0;/img/images/geometric-pattern-06.jpg;/img/images/geometric-pattern-01.jpg
